bf_nr,aufgabentraeger,bahnhof,preisklasse,bundesland,preis_spnv,preis_spfv,bemerkung
4361NWL,,Beckum-Neubeckum,4,Nordrhein-Westfalen,5.03,,"11,82Namealt:Neubeckum"
447goR,,Bedburg(Erft),6,Nordrhein-Westfalen,3.77,8.76,
448VRR,,Bedburg-Hau,6,Nordrhein-Westfalen,2.76,7.0,
450NWL,,Beelen,6,Nordrhein-Westfalen,3.85,9.87,
451VBB,,BeelitzStadt,6,Brandenburg,3.98,10.22,
452VBB,,Beelitz-Heilstätten,6,Brandenburg,3.98,10.22,
2753RMV,,Beerfelden-Hetzbach,6,Hessen,2.48,6.52,
456VBB,,Beeskow,6,Brandenburg,3.98,10.22,
458VBB,,Beetz-Sommerfeld,6,Brandenburg,3.98,10.22,
463BEG,,Behringersdorf,6,Bayern,2.89,7.59,
464RMV,,Beienheim,5,Hessen,2.4,6.3,
467ZVNL,,Beilrode,6,Sachsen,2.56,6.83,
468VMBW,,Beimerstetten,6,Baden-Württemberg,2.35,6.18,
470NAHSH,,Beldorf,7,Schleswig-Holstein,2.21,5.91,
472ZVNL,,Belgershain,6,Sachsen,2.56,6.83,
473NASA,,Belleben,7,Sachsen-Anhalt,2.77,7.39,
474BEG,,Bellenberg,6,Bayern,2.89,7.59,
,475VBBBerlin,Bellevue,4,Berlin,2.0,5.33,
,476ZÖPNVSüd,Bellheim,6,Rheinland-Pfalz,1.99,5.22,
8201ZÖPNVSüd,,BellheimAmMühlbuckel,6,Rheinland-Pfalz,1.99,5.22,
479VMBW,,Bempflingen,6,Baden-Württemberg,2.35,6.18,
480BEG,,Benediktbeuern,6,Bayern,2.89,7.59,
,481ZVRPNord,Bengel,6,Rheinland-Pfalz,2.27,5.85,
482RH,,Bennemühlen,5,Niedersachsen,4.35,11.59,
6951ZVNL,,Bennewitz,6,Sachsen,2.56,6.83,
483RH,,Bennigsen,5,Niedersachsen,4.35,11.59,
484VRStutt,,Benningen(Neckar),5,Baden-Württemberg,2.09,5.58,
486NASA,,Bennungen,6,Sachsen-Anhalt,3.34,8.9,
487TLBV,,Benshausen,7,Thüringen,2.7,7.22,
488VRN,,Bensheim,4,Hessen,3.47,8.57,
489VRN,,Bensheim-Auerbach,5,Hessen,4.94,13.18,
490VMV,,Bentwisch,6,Mecklenburg-Vorpommern,4.2,11.06,
491BEG,,Beratzhausen,5,Bayern,2.72,7.01,
495BEG,,BerchtesgadenHbf,5,Bayern,2.72,7.01,
6353ZÖPNVSüd,,Berg(Pfalz),7,Rheinland-Pfalz,1.49,4.01,
496TLBV,,Berga(Elster),6,Thüringen,3.43,9.13,
497NASA,,Berga-Kelbra,6,Sachsen-Anhalt,3.34,8.9,
498BEG,,Bergen(Oberbay),6,Bayern,2.89,7.59,
499VMV,,BergenaufRügen,3,Mecklenburg-Vorpommern,27.07,69.66,
500VMBW,,Bergenweiler,7,Baden-Württemberg,1.9,5.07,
503VBB,,Bergfelde(bBerlin),5,Brandenburg,3.44,9.13,
504NWL,,Berghausen,7,Nordrhein-Westfalen,2.48,6.41,
,506ZÖPNVSüd,Berghausen(Pfalz),6,Rheinland-Pfalz,1.99,5.22,
507goR,,Bergheim(Erft),6,Nordrhein-Westfalen,3.77,8.76,
512goR,,BergischGladbach,5,Nordrhein-Westfalen,2.69,7.09,
515VBB,,Bergsdorf,7,Brandenburg,3.21,8.56,
516BEG,,Bergtheim,6,Bayern,2.89,7.59,
517NASA,,Bergwitz,6,Sachsen-Anhalt,3.34,8.9,
520NWL,,Beringhausen,7,Nordrhein-Westfalen,2.48,6.41,
521NAHSH,,Beringstedt,7,Schleswig-Holstein,2.21,5.91,
524VBB,,Berkenbrück,6,Brandenburg,3.98,10.22,
6340VBBBerlin,,BerlinBrandenburgerTor,4,Berlin,2.0,5.33,
,526VBBBerlin,BerlinFrankfurterAllee,4,Berlin,2.0,5.33,
,528VBBBerlin,BerlinGesundbrunnen,1,Berlin,18.88,,"50,37Namealt:Berlin-Gesundbrunnen"
4809VBBBerlin,,BerlinOstkreuz,3,Berlin,3.81,10.19,
5016VBBBerlin,,BerlinPotsdamerPlatz,2,Berlin,9.69,25.85,
4859VBBBerlin,,BerlinSüdkreuz,1,Berlin,18.88,50.37,
,533VBBBerlin,BerlinZoologischerGarten,2,Berlin,9.69,25.85,
,534VBBBerlin,Berlin-Adlershof,4,Berlin,2.0,5.33,
,535VBBBerlin,Berlin-Blankenburg,4,Berlin,2.0,5.33,
,536VBBBerlin,Berlin-Buch,4,Berlin,2.0,5.33,
,537VBBBerlin,Berlin-Charlottenburg,3,Berlin,3.81,10.19,
569BWVI,,BerlinerTor,3,Hamburg,2.76,7.25,
,538VBBBerlin,Berlin-Friedrichshagen,4,Berlin,2.0,5.33,
,527VBBBerlin,Berlin-Friedrichstraße,2,Berlin,9.69,25.85,
,539VBBBerlin,Berlin-Frohnau,4,Berlin,2.0,5.33,
,540VBBBerlin,Berlin-Grünau,4,Berlin,2.0,5.33,
,541VBBBerlin,Berlin-Grunewald,4,Berlin,2.0,5.33,
,542VBBBerlin,Berlin-Halensee,4,Berlin,2.0,5.33,
,543VBBBerlin,Berlin-Hermsdorf,4,Berlin,2.0,5.33,
,544VBBBerlin,Berlin-Hohenschönhausen,3,Berlin,3.81,10.19,
,545VBBBerlin,Berlin-Karlshorst,3,Berlin,3.81,10.19,
,546VBBBerlin,Berlin-Karow,4,Berlin,2.0,5.33,
,547VBBBerlin,Berlin-Kaulsdorf,4,Berlin,2.0,5.33,
,548VBBBerlin,Berlin-Köpenick,4,Berlin,2.0,5.33,
,549VBBBerlin,Berlin-Lichtenberg,2,Berlin,9.69,25.85,
7720VBBBerlin,,Berlin-LichterfeldeOst,3,Berlin,3.81,10.19,
,550VBBBerlin,Berlin-LichterfeldeWest,4,Berlin,2.0,5.33,
,551VBBBerlin,Berlin-Mahlsdorf,4,Berlin,2.0,5.33,
,552VBBBerlin,Berlin-Marienfelde,5,Berlin,1.96,5.19,
,553VBBBerlin,Berlin-Marzahn,4,Berlin,2.0,5.33,
,554VBBBerlin,Berlin-Neukölln,4,Berlin,2.0,5.33,
,555VBBBerlin,Berlin-Pankow,5,Berlin,1.96,5.19,
,556VBBBerlin,Berlin-Rummelsburg,4,Berlin,2.0,5.33,
,557VBBBerlin,Berlin-Schlachtensee,4,Berlin,2.0,5.33,
,559VBBBerlin,Berlin-SchöneweidePbf,3,Berlin,3.81,10.19,
,560VBBBerlin,Berlin-Schönholz,4,Berlin,2.0,5.33,
,561VBBBerlin,Berlin-Spandau,2,Berlin,9.69,25.85,
,563VBBBerlin,Berlin-Spindlersfeld,5,Berlin,1.96,5.19,
,564VBBBerlin,Berlin-Staaken,6,Berlin,2.0,5.32,
7721VBBBerlin,,Berlin-Tegel,5,Berlin,1.96,5.19,
,565VBBBerlin,Berlin-Tempelhof,4,Berlin,2.0,5.33,
,566VBBBerlin,Berlin-Wannsee,2,Berlin,9.69,25.85,
6723VBBBerlin,,Berlin-Westkreuz,3,Berlin,3.81,10.19,
,567VBBBerlin,Berlin-Wilhelmsruh,4,Berlin,2.0,5.33,
,568VBBBerlin,Berlin-Zehlendorf,4,Berlin,2.0,5.33,
570VMBW,,Bermatingen-Ahausen,6,Baden-Württemberg,2.35,6.18,
571VBB,,Bernau(bBerlin),3,Brandenburg,7.57,20.21,
572BEG,,BernauaChiemsee,5,Bayern,2.72,7.01,
7910VBB,,Bernau-Friedenstal,5,Brandenburg,3.44,9.13,
573NASA,,BernburgHbf,5,Sachsen-Anhalt,3.29,8.62,
8233NASA,,Bernburg-Roschwitz,6,Sachsen-Anhalt,3.34,8.9,
575NASA,,Bernburg-Strenzfeld,6,Sachsen-Anhalt,3.34,8.9,
576NASA,,Bernburg-WaldauHp,7,Sachsen-Anhalt,2.77,7.39,
577LNVG,,Berne,6,Niedersachsen,4.23,10.34,
578BEG,,Bernried,6,Bayern,2.89,7.59,
580TLBV,,Bernterode,6,Thüringen,3.43,9.13,
581LNVG,,Bersenbrück,6,Niedersachsen,4.23,10.34,
583VMS,,Berthelsdorf(Erzgeb),7,Sachsen,2.75,7.32,
,585ZVRPNord,Berzhahn,7,Rheinland-Pfalz,2.0,4.62,
587ZPS,,Besch,6,Saarland,1.54,4.04,
588VMBW,,Besigheim,5,Baden-Württemberg,2.91,7.35,
589ZPS,,Besseringen,6,Saarland,1.54,4.04,
590VBB,,Bestensee,6,Brandenburg,3.98,10.22,
591NWL,,Bestwig,6,Nordrhein-Westfalen,3.85,9.87,
596BEG,,Bettmannsäge,7,Bayern,2.13,5.65,
,597ZVRPNord,Betzdorf(Sieg),3,Rheinland-Pfalz,4.59,11.17,
599ZVNL,,Beucha,6,Sachsen,2.56,6.83,
602VMBW,,Beuggen,6,Baden-Württemberg,2.35,6.18,
603NASA,,Beuna(Geiseltal),6,Sachsen-Anhalt,3.34,8.9,
604TLBV,,Beuren,6,Thüringen,3.43,9.13,
605VMBW,,Beuron,7,Baden-Württemberg,1.9,5.07,
7726VBBBerlin,,Beusselstraße,4,Berlin,2.0,5.33,
606VRStutt,,Beutelsbach,5,Baden-Württemberg,2.09,5.58,
607VBB,,Beutersitz,6,Brandenburg,3.98,10.22,
7958NWL,,Beverungen-Wehrden,7,Nordrhein-Westfalen,2.48,6.41,
609ZPS,,Bexbach,6,Saarland,1.54,4.04,
610NASA,,Beyendorf,6,Sachsen-Anhalt,3.34,8.9,
612VMBW,,Biberach(Baden),5,Baden-Württemberg,2.91,7.35,
613VMBW,,Biberach(Riß),4,Baden-Württemberg,3.92,10.18,
6918VMBW,,BiberachSüd,5,Baden-Württemberg,2.91,7.35,
614VRN,,Biblis,4,Hessen,3.47,8.57,
615TLBV,,Bibra,7,Thüringen,2.7,7.22,
616BEG,,Bichl,6,Bayern,2.89,7.59,
618RMV,,Bickenbach(Bergstr),5,Hessen,2.4,6.3,
619RMV,,Biebesheim,5,Hessen,2.4,6.3,
621NASA,,Biederitz,5,Sachsen-Anhalt,3.29,8.62,
622NWL,,BielefeldHbf,2,Nordrhein-Westfalen,13.97,35.99,
623NWL,,BielefeldOst,6,Nordrhein-Westfalen,3.85,9.87,
811NWL,,Bielefeld-Brackwede,4,Nordrhein-Westfalen,5.03,,"11,82Namealt:Brackwede"
8281NWL,,Bielefeld-Senne,7,Nordrhein-Westfalen,2.48,6.41,
5825NWL,,Bielefeld-Sennestadt,6,Nordrhein-Westfalen,3.85,,"9,87Namealt:Sennestadt"
6792NWL,,Bielefeld-Windelsbleiche,7,Nordrhein-Westfalen,2.48,,"6,41Namealt:Windelsbleiche"
624NASA,,Biendorf,6,Sachsen-Anhalt,3.34,8.9,
625LNVG,,Bienenbüttel,5,Niedersachsen,4.79,12.4,
626VMS,,Bienenmühle,6,Sachsen,3.63,9.66,
627ZPS,,Bierbach,7,Saarland,2.2,5.86,
628NWL,,Bieren-Rödinghausen,7,Nordrhein-Westfalen,2.48,6.41,
629VMBW,,Bieringen,6,Baden-Württemberg,2.35,6.18,
,631VBBBerlin,Biesdorf,4,Berlin,2.0,5.33,
632NASA,,Biesenrode,7,Sachsen-Anhalt,2.77,7.39,
633VBB,,Biesenthal,6,Brandenburg,3.98,10.22,
634BEG,,Biessenhofen,5,Bayern,2.72,7.01,
635VMBW,,Bietigheim(Baden),5,Baden-Württemberg,2.91,7.35,
636VMBW,,Bietigheim-Bissingen,2,Baden-Württemberg,15.35,40.77,
637VMBW,,Bietingen,6,Baden-Württemberg,2.35,6.18,
639NWL,,Bigge,6,Nordrhein-Westfalen,3.85,9.87,
640ZPS,,Bildstock,6,Saarland,1.54,4.04,
642BEG,,Billenhausen,7,Bayern,2.13,5.65,
643NWL,,Billerbeck,6,Nordrhein-Westfalen,3.85,9.87,
644BWVI,,Billwerder-Moorfleet,5,Hamburg,3.94,7.0,
645VMBW,,Binau,6,Baden-Württemberg,2.35,6.18,
647NASA,,Bindfelde,7,Sachsen-Anhalt,2.77,7.39,
648BEG,,Bindlach,6,Bayern,2.89,7.59,
,649ZÖPNVSüd,Bingen(Rhein)Hbf,4,Rheinland-Pfalz,2.84,7.4,
,650ZÖPNVSüd,Bingen(Rhein)Stadt,4,Rheinland-Pfalz,2.84,7.4,
,651ZÖPNVSüd,Bingen-Gaulsheim,5,Rheinland-Pfalz,2.95,7.78,
652NWL,,Binolen,7,Nordrhein-Westfalen,2.48,6.41,
655NWL,,Birkelbach,6,Nordrhein-Westfalen,3.85,9.87,
656VRN,,Birkenau,6,Hessen,2.31,6.13,
659VBB,,Birkengrund,6,Brandenburg,3.98,10.22,
660VBB,,Birkenstein,4,Brandenburg,5.17,13.68,
661VBB,,Birkenwerder(bBerlin),4,Brandenburg,5.17,13.68,
662TLBV,,Birkungen,7,Thüringen,2.7,7.22,
,663ZVRPNord,Birresborn,6,Rheinland-Pfalz,2.27,5.85,
665VVO,,Bischheim-Gersdorf,6,Sachsen,2.85,7.61,
671ZVON,,Bischofswerda,5,Sachsen,4.22,11.22,
672BEG,,Bischofswiesen,6,Bayern,2.89,7.59,
674VMBW,,Bisingen,6,Baden-Württemberg,2.35,6.18,
676RH,,Bissendorf,5,Niedersachsen,4.35,11.59,
,678ZVRPNord,Bitburg-Erdorf,6,Rheinland-Pfalz,2.27,5.85,
679VMBW,,Bittelbronn,7,Baden-Württemberg,1.9,5.07,
680NASA,,Bitterfeld,3,Sachsen-Anhalt,6.59,17.26,
7434VMBW,,Bitzfeld,6,Baden-Württemberg,2.35,6.18,
681BEG,,Blaibach(Oberpf),7,Bayern,2.13,5.65,
682BEG,,Blaichach(Allgäu),6,Bayern,2.89,7.59,
683VMV,,Blankenberg(Meckl),6,Mecklenburg-Vorpommern,4.2,11.06,
684goR,,Blankenberg(Sieg),6,Nordrhein-Westfalen,3.77,8.76,
686NASA,,Blankenburg(Harz),5,Sachsen-Anhalt,3.29,8.62,
687BWVI,,Blankenese,3,Hamburg,2.76,7.25,
688VBB,,Blankenfelde(KrTeltow-Fläming),4,Brandenburg,5.17,13.68,
689NASA,,Blankenheim(KrSangerhausen),6,Sachsen-Anhalt,3.34,8.9,
690goR,,Blankenheim(Wald),6,Nordrhein-Westfalen,3.77,8.76,
692VMBW,,Blankenloch,5,Baden-Württemberg,2.91,7.35,
693VMV,,Blankensee(Meckl),6,Mecklenburg-Vorpommern,4.2,11.06,
694TLBV,,Blankenstein(Saale),6,Thüringen,3.43,9.13,
695VMBW,,Blaubeuren,5,Baden-Württemberg,2.91,7.35,
698VMBW,,Blaustein,6,Baden-Württemberg,2.35,6.18,
699TLBV,,Blechhammer(Thür),7,Thüringen,2.7,7.22,
700VMBW,,Bleibach,6,Baden-Württemberg,2.35,6.18,
701RMV,,Bleichenbach(Oberhess),7,Hessen,1.88,4.96,
702TLBV,,BleicherodeOst,5,Thüringen,3.74,9.97,
707ZPS,,Blieskastel-Lautzkirchen,6,Saarland,1.54,4.04,
708BEG,,Blindheim,6,Bayern,2.89,7.59,
709VBB,,Blönsdorf,6,Brandenburg,3.98,10.22,
710VBB,,Blumberg(bBerlin),5,Brandenburg,3.44,9.13,
8243VBB,,Blumberg-Rehhahn,7,Brandenburg,3.21,8.56,
713VMV,,Blumenhagen,6,Mecklenburg-Vorpommern,4.2,11.06,
,716ZÖPNVSüd,Bobenheim,4,Rheinland-Pfalz,2.84,7.4,
717BEG,,Bobingen,4,Bayern,3.19,7.89,
718VMBW,,Böbingen(Rems),5,Baden-Württemberg,2.91,7.35,
719VMV,,Bobitz,7,Mecklenburg-Vorpommern,3.47,9.27,
720VMBW,,Böblingen,3,Baden-Württemberg,5.29,13.61,
721VRN,,Bobstadt,6,Hessen,2.31,6.13,
723NWL,,Bocholt,6,Nordrhein-Westfalen,3.85,9.87,
724VRR,,BochumHbf,2,Nordrhein-Westfalen,9.8,26.07,
726VRR,,BochumWest,6,Nordrhein-Westfalen,2.76,7.0,
727VRR,,Bochum-Dahlhausen,5,Nordrhein-Westfalen,2.32,5.93,
728VRR,,Bochum-Ehrenfeld,5,Nordrhein-Westfalen,2.32,5.93,
729VRR,,Bochum-Hamme,6,Nordrhein-Westfalen,2.76,7.0,
730VRR,,Bochum-Langendreer,4,Nordrhein-Westfalen,2.49,6.29,
731VRR,,Bochum-LangendreerWest,4,Nordrhein-Westfalen,2.49,6.29,
725VRR,,Bochum-Riemke,6,Nordrhein-Westfalen,2.76,7.0,
7202ZÖPNVSüd,,Bockenheim-Kindenheim,6,Rheinland-Pfalz,1.99,5.22,
734BEG,,Bodelsberg,7,Bayern,2.13,5.65,
735VMBW,,Bodelshausen,6,Baden-Württemberg,2.35,6.18,
736LNVG,,Bodenburg,7,Niedersachsen,2.85,7.6,
738LNVG,,Bodenfelde,6,Niedersachsen,4.23,10.34,
,739ZÖPNVSüd,Bodenheim,4,Rheinland-Pfalz,2.84,7.4,
740BEG,,Bodenmais,6,Bayern,2.89,7.59,
741TLBV,,Bodenrode,7,Thüringen,2.7,7.22,
743BEG,,BodenwöhrNord,5,Bayern,2.72,7.01,
746BEG,,Bogen,6,Bayern,2.89,7.59,
749ZVNL,,Böhlen(bLeipzig),6,Sachsen,2.56,6.83,
750ZVNL,,BöhlenWerke,5,Sachsen,3.24,8.61,
,747ZÖPNVSüd,Böhl-Iggelheim,5,Rheinland-Pfalz,2.95,7.78,
752BEG,,Böhmhof,7,Bayern,2.13,5.65,
753LNVG,,Bohmte,5,Niedersachsen,4.79,12.4,
756VMBW,,Böhringen-Rickelshausen,6,Baden-Württemberg,2.35,6.18,
757VRR,,Boisheim,6,Nordrhein-Westfalen,2.76,7.0,
758VMV,,Boizenburg(Elbe),6,Mecklenburg-Vorpommern,4.2,11.06,
762VMBW,,Bondorf(bHerrenberg),5,Baden-Württemberg,2.91,7.35,
763NWL,,Bönen,5,Nordrhein-Westfalen,3.91,9.89,
4568NWL,,Bönen-Nordbögge,6,Nordrhein-Westfalen,3.85,9.87,
767goR,,BonnHbf,2,Nordrhein-Westfalen,17.01,44.74,
3176goR,,BonnHelmholtzstraße,6,Nordrhein-Westfalen,3.77,8.76,
8213goR,,BonnUNCampus,5,Nordrhein-Westfalen,2.69,7.09,
768goR,,Bonn-BadGodesberg,3,Nordrhein-Westfalen,5.27,13.91,
769goR,,Bonn-Beuel,4,Nordrhein-Westfalen,2.69,6.76,
770goR,,Bonn-Duisdorf,6,Nordrhein-Westfalen,3.77,8.76,
2013goR,,Bonn-EndenichNord,6,Nordrhein-Westfalen,3.77,8.76,
771goR,,Bonn-Mehlem,4,Nordrhein-Westfalen,2.69,6.76,
772goR,,Bonn-Oberkassel,5,Nordrhein-Westfalen,2.69,7.09,
773LNVG,,Bookholzberg,6,Niedersachsen,4.23,10.34,
775VMBW,,Bopfingen,6,Baden-Württemberg,2.35,6.18,
,776ZVRPNord,BoppardHbf,4,Rheinland-Pfalz,4.57,11.36,
7981ZVRPNord,,BoppardSüd,7,Rheinland-Pfalz,2.0,4.62,
,330ZVRPNord,Boppard-BadSalzig,5,Rheinland-Pfalz,2.59,5.24,
,940ZVRPNord,Boppard-Buchholz,7,Rheinland-Pfalz,2.0,4.62,
1807ZVRPNord,,Boppard-Fleckertshöhe,7,Rheinland-Pfalz,2.0,4.62,
2794ZVRPNord,,Boppard-Hirzenach,6,Rheinland-Pfalz,2.27,5.85,
778NAHSH,,Bordesholm,5,Schleswig-Holstein,3.75,9.91,
779NWL,,Borgeln,6,Nordrhein-Westfalen,3.85,9.87,
780NWL,,Borgholzhausen,7,Nordrhein-Westfalen,2.48,6.41,
782VBB,,Borgsdorf,5,Brandenburg,3.44,9.13,
783NWL,,Bork(Westf),6,Nordrhein-Westfalen,3.85,9.87,
784NVV,,Borken(Hess),5,Hessen,1.98,5.13,
785NWL,,Borken(Westf),6,Nordrhein-Westfalen,3.85,9.87,
786VBB,,Borkheide,6,Brandenburg,3.98,10.22,
788ZVNL,,Borna(bLeipzig),5,Sachsen,3.24,8.61,
790NASA,,Börnecke(Harz),7,Sachsen-Anhalt,2.77,7.39,
5773goR,,Bornheim-Sechtem,4,Nordrhein-Westfalen,2.69,6.76,
,791VBBBerlin,BornholmerStraße,4,Berlin,2.0,5.33,
796RMV,,Borsdorf(Hess),6,Hessen,2.48,6.52,
797ZVNL,,Borsdorf(Sachs),5,Sachsen,3.24,8.61,
798RVB,,Börßum,6,Niedersachsen,4.87,10.77,
799NASA,,Bösdorf(Sachs-Anh),6,Sachsen-Anhalt,3.34,8.9,
801NWL,,Bösperde,6,Nordrhein-Westfalen,3.85,9.87,
,803VBBBerlin,BotanischerGarten,4,Berlin,2.0,5.33,
804VRR,,BottropHbf,4,Nordrhein-Westfalen,2.49,6.29,
805VRR,,Bottrop-Boy,6,Nordrhein-Westfalen,2.76,7.0,
806VRR,,Bottrop-Vonderort,7,Nordrhein-Westfalen,2.87,7.64,
807ZPS,,Bous(Saar),6,Saarland,1.54,4.04,
7994VMBW,,Boxberg-Wölchingen,7,Baden-Württemberg,1.9,5.07,
,809ZVRPNord,Brachbach,5,Rheinland-Pfalz,2.59,5.24,
810goR,,Brachelen,6,Nordrhein-Westfalen,3.77,8.76,
813VMV,,Brahlstorf,6,Mecklenburg-Vorpommern,4.2,11.06,
814NWL,,Brake(bBielefeld),5,Nordrhein-Westfalen,3.91,9.89,
815LNVG,,Brake(Unterweser),5,Niedersachsen,4.79,12.4,
816NWL,,Brakel(KrHöxter),6,Nordrhein-Westfalen,3.85,9.87,
818LNVG,,Bramsche,5,Niedersachsen,4.79,12.4,
819LNVG,,Bramstedt(bSyke),6,Niedersachsen,4.23,10.34,
820VBB,,BrandTropicalIslands,6,Brandenburg,3.98,10.22,
823VBB,,BrandenburgHbf,3,Brandenburg,7.57,20.21,
825VBB,,Brandenburg-Altstadt,7,Brandenburg,3.21,8.56,
828BEG,,Brannenburg,4,Bayern,3.19,7.89,
,829ZVRPNord,Braubach,6,Rheinland-Pfalz,2.27,5.85,
833NASA,,Braunsbedra,6,Sachsen-Anhalt,3.34,8.9,
834NASA,,BraunsbedraPfännerhall,7,Sachsen-Anhalt,2.77,,"7,39Namealt:BraunsbedraOst"
835RVB,,BraunschweigHbf,2,Niedersachsen,18.37,51.76,
836RVB,,Braunschweig-Gliesmarode,6,Niedersachsen,4.87,10.77,
837VMS,,Braunsdorf-Lichtenwalde,7,Sachsen,2.75,7.32,
838ZPS,,Brebach,5,Saarland,1.58,4.0,
839VBB,,Breddin,6,Brandenburg,3.98,10.22,
840NWL,,Bredelar,6,Nordrhein-Westfalen,3.85,9.87,
8295NAHSH,,Bredenbek,7,Schleswig-Holstein,2.21,5.91,
842NAHSH,,Bredstedt,4,Schleswig-Holstein,4.78,12.76,
844NASA,,Brehna,6,Sachsen-Anhalt,3.34,8.9,
845VMBW,,Breisach,5,Baden-Württemberg,2.91,7.35,
849BEG,,Breitenbrunn(Schwab),7,Bayern,2.13,5.65,
851ZVON,,Breitendorf,6,Sachsen,3.28,8.7,
852BEG,,Breitengüßbach,5,Bayern,2.72,7.01,
,853ZVRPNord,Breitscheidt(KrAltenkirchen),7,Rheinland-Pfalz,2.0,4.62,
854TLBV,,Breitungen(Werra),6,Thüringen,3.43,9.13,
855SUBV,,BremenHbf,2,Bremen,30.06,80.22,
856SUBV,,BremenNeustadt,5,Bremen,1.56,4.04,
857SUBV,,Bremen-Burg,4,Bremen,3.07,8.18,
858SUBV,,Bremen-Hemelingen,6,Bremen,1.84,4.87,
859SUBV,,Bremen-Lesum,5,Bremen,1.56,4.04,
860SUBV,,Bremen-Mahndorf,4,Bremen,3.07,8.18,
861SUBV,,Bremen-Oberneuland,6,Bremen,1.84,4.87,
862SUBV,,Bremen-Oslebshausen,5,Bremen,1.56,4.04,
863SUBV,,Bremen-Schönebeck,5,Bremen,1.56,4.04,
864SUBV,,Bremen-Sebaldsbrück,5,Bremen,1.56,4.04,
865SUBV,,Bremen-StMagnus,5,Bremen,1.56,4.04,
866SUBV,,Bremen-Vegesack,5,Bremen,1.56,4.04,
867SUBV,,Bremen-Walle,4,Bremen,3.07,8.18,
868SUBV,,BremerhavenHbf,3,Bremen,10.17,27.14,
870SUBV,,Bremerhaven-LehePbf,5,Bremen,1.56,4.04,
871SUBV,,Bremerhaven-Wulsdorf,6,Bremen,1.84,4.87,
873TLBV,,Breternitz,7,Thüringen,2.7,7.22,
874TLBV,,Bretleben,6,Thüringen,3.43,9.13,
875VMBW,,Bretten,4,Baden-Württemberg,3.92,10.18,
8001VMBW,,Bretten-Rechberg,7,Baden-Württemberg,1.9,5.07,
5428VMBW,,Bretten-Ruit,7,Baden-Württemberg,1.9,5.07,
880LNVG,,Brettorf,7,Niedersachsen,2.85,7.6,
,881ZÖPNVSüd,Bretzenheim(Nahe),6,Rheinland-Pfalz,1.99,5.22,
882VMBW,,Bretzfeld,6,Baden-Württemberg,2.35,6.18,
885VBB,,Brieselang,6,Brandenburg,3.98,10.22,
886VBB,,Briesen(Mark),6,Brandenburg,3.98,10.22,
6839VMBW,,BrigachtalKirchdorf,7,Baden-Württemberg,1.9,5.07,
6863VMBW,,BrigachtalKlengen,7,Baden-Württemberg,1.9,5.07,
8251NWL,,BrilonStadt,7,Nordrhein-Westfalen,2.48,6.41,
888NWL,,BrilonWald,5,Nordrhein-Westfalen,3.91,9.89,
889VBB,,Britz,6,Brandenburg,3.98,10.22,
891LNVG,,Brockhöfe,6,Niedersachsen,4.23,10.34,
892VMV,,Broderstorf,7,Mecklenburg-Vorpommern,3.47,9.27,
,893ZVRPNord,Brohl,5,Rheinland-Pfalz,2.59,5.24,
895NAHSH,,Brokstedt,6,Schleswig-Holstein,3.53,9.43,
899RMV,,Bruchenbrücken,5,Hessen,2.4,6.3,
900VMBW,,Bruchhausen(bEttlingen),6,Baden-Württemberg,2.35,6.18,
901RMV,,Bruchköbel,6,Hessen,2.48,6.52,
,902ZÖPNVSüd,Bruchmühlbach-Miesau,5,Rheinland-Pfalz,2.95,7.78,
903LNVG,,Bruchmühlen,6,Niedersachsen,4.23,10.34,
904VMBW,,Bruchsal,2,Baden-Württemberg,15.35,40.77,
7735VMBW,,BruchsalamMantel,6,Baden-Württemberg,2.35,6.18,
7751VMBW,,BruchsalSportzentrum,6,Baden-Württemberg,2.35,6.18,
909VBB,,Brück(Mark),6,Brandenburg,3.98,10.22,
910BEG,,Bruckberg,6,Bayern,2.89,7.59,
911VRStutt,,Brucken,7,Baden-Württemberg,4.39,11.71,
912BEG,,Bruckmühl,6,Bayern,2.89,7.59,
917goR,,Brühl,4,Nordrhein-Westfalen,2.69,6.76,
919NASA,,Brunau-Packebusch,7,Sachsen-Anhalt,2.77,7.39,
8257BEG,,Brunnen,7,Bayern,2.13,5.65,
923ZPS,,Bubach,6,Saarland,1.54,4.04,
924BEG,,Bubenreuth,6,Bayern,2.89,7.59,
926ZPS,,Bübingen,5,Saarland,1.58,4.0,
927BEG,,Buchbrunn-Mainstockheim,6,Bayern,2.89,7.59,
929NAHSH,,Büchen,3,Schleswig-Holstein,9.48,25.32,
933BEG,,Buchenau(Oberbay),5,Bayern,2.72,7.01,
934BEG,,Büchenbach,5,Bayern,2.72,7.01,
935BEG,,Buchenhain,6,Bayern,2.89,7.59,
936VMV,,Buchenhorst,6,Mecklenburg-Vorpommern,4.2,11.06,
937RMV,,Büches-Düdelsheim,6,Hessen,2.48,6.52,
939VMBW,,Buchholz(Baden),6,Baden-Württemberg,2.35,6.18,
941LNVG,,Buchholz(Nordheide),3,Niedersachsen,9.17,24.07,
942VBB,,Buchholz(Zauche),7,Brandenburg,3.21,8.56,
944BEG,,Buchloe,3,Bayern,4.75,12.53,
948LNVG,,Bückeburg,4,Niedersachsen,4.96,13.09,
949VBB,,Buckow(bBeeskow),7,Brandenburg,3.21,8.56,
,951VBBBerlin,BuckowerChaussee,5,Berlin,1.96,5.19,
